individualID,nitrogenPercent,carbonPercent,extractChlAConc,extractChlBConc,extractCarotConc,leafArea,leafMassPerArea,dryMassFraction,ligninPercent,cellulosePercent,nlcdClass,collectDate,taxonID,scientificName,plantStatus,date,eventID,domainID,siteID,plotID,utmZone,northing,easting,adjDecimalLatitude,adjDecimalLongitude,api.elevation,stemDiameter,height,maxCrownDiameter,geometry,CHM,DSM,DTM
NEON.PLA.D01.HARV.05643,0.97,49.23,7.81,2.41,2.14,475.6,336.4,0.432,15.78,20.89,deciduousForest,2018-08-29T13:38:00Z,PIAB,Picea abies (L.) Karst.,OK,2016-07-26,vst_HARV_2016,D01,HARV,HARV_033,18N,4713398.844374295,731944.9676590054,42.538132,-72.175409,356.34,42.625,25.6,NaN,"c(-72.1755032122998, 42.5381750499207)",27.020000457763672,378.3399963378906,351.2300109863281
NEON.PLA.D01.HARV.05632,1.74,47.28,13.08,3.72,3.91,20839.4,81.6,0.445,12.71,25.4,deciduousForest,2018-08-30T13:54:00Z,FRAM2,Fraxinus americana L.,OK,2016-07-26,vst_HARV_2016,D01,HARV,HARV_033,18N,4713410.385193939,731947.8635717205,42.538288,-72.175399,355.18,26.666666666666668,24.766666666666666,NaN,"c(-72.1754633068864, 42.5382779890731)",25.209999084472656,370.2699890136719,350.3299865722656
NEON.PLA.D01.HARV.05625,1.58,48.51,17.66,5.6,4.39,18864.9,52.5,0.416,11.005,15.14,deciduousForest,2018-08-30T14:54:00Z,ACRU,Acer rubrum L.,Disease damaged,2016-07-26,vst_HARV_2016,D01,HARV,HARV_033,18N,4713404.426554443,731943.1743201968,42.538132,-72.175409,356.34,29.3,22.475,NaN,"c(-72.1755227600496, 42.5382257988895)",24.34000015258789,375.1300048828125,350.8399963378906
NEON.PLA.D01.HARV.04568,1.65,50.26,13.82,3.93,3.64,21143,67.6,0.486,11.87,13.75,evergreenForest,2018-08-30T19:35:00Z,ACRU,Acer rubrum L.,Disease damaged,2014-11-15,vst_HARV_2014,D01,HARV,HARV_035,18N,4713577.609163061,731724.2808706561,42.539807,-72.178111,368.43,25.3,17.725,NaN,"c(-72.1781149809722, 42.5398491985239)",18.3799991607666,380.2200012207031,361.82000732421875
NEON.PLA.D01.HARV.04552,1.19,51.08,8.79,2.65,3.17,737.9,122,0.321,9.75,15.89,evergreenForest,2018-09-04T15:09:00Z,TSCA,Tsuga canadensis (L.) Carrière,Insect damaged,2014-11-15,vst_HARV_2014,D01,HARV,HARV_035,18N,4713576.061030945,731712.7164292664,42.539808,-72.178351,364.42,39.175,17.875,NaN,"c(-72.1782562714716, 42.5398387397728)",19.950000762939453,381.5199890136719,361.8699951171875
NEON.PLA.D01.HARV.05186,1.31,50.985,6.51,2.74,2.65,576.4,138.8,0.421,10.81,17.26,evergreenForest,2018-09-04T18:41:00Z,TSCA,Tsuga canadensis (L.) Carrière,Insect damaged,2014-11-18,vst_HARV_2014,D01,HARV,HARV_037,18N,4713301.407539996,731651.1946631465,42.537324,-72.179032,366.92,59.325,21.125,NaN,"c(-72.1791158766401, 42.5373867020335)",18.420000076293945,377.8800048828125,359.8399963378906
NEON.PLA.D01.HARV.05181,1.5,50.89,15.94,4.8,4.58,17059.1,102.6,0.512,18.29,9.44,evergreenForest,2018-09-04T20:14:00Z,ACRU,Acer rubrum L.,Disease damaged,2014-11-18,vst_HARV_2014,D01,HARV,HARV_037,18N,4713309.689168938,731650.2339858533,42.537509,-72.179056,361.98,29.35,22.299999999999997,NaN,"c(-72.1791242057645, 42.5374614822054)",22.6200008392334,382.510009765625,359.8800048828125
NEON.PLA.D01.HARV.01135,1.73,47.31,16.64,5.03,4.95,14587.5,68.6,0.474,10.91,14.54,evergreenForest,2018-09-05T14:07:00Z,ACSA3,Acer saccharum Marshall,OK,2014-01-31,vst_HARV_2014,D01,HARV,HARV_013,18N,4696979.435811239,725971.8617638004,42.39229,-72.25461,184.34,41.7,23,12.850000000000001,"c(-72.2546240252178, 42.3922425245849)",26.670000076293945,209.3300018310547,182.74000549316406
NEON.PLA.D01.HARV.01137,1.41,51.855000000000004,9.56,2.89,2.29,1750.2,188.6,0.458,18.55,18.07,evergreenForest,2018-09-05T14:50:00Z,PIST,Pinus strobus L.,OK,2014-01-31,vst_HARV_2014,D01,HARV,HARV_013,18N,4696982.871971068,725977.8036890014,42.39229,-72.25461,184.34,52.55,24.9,10.2,"c(-72.2545505678925, 42.3922717071091)",25.6299991607666,206.67999267578125,182.4600067138672
NEON.PLA.D01.HARV.01146,1.87,48.22,16.68,3.56,4.06,12106.2,98.3,0.536,12.77,14.53,evergreenForest,2018-09-05T16:06:00Z,QURU,Quercus rubra L.,OK,2014-01-31,vst_HARV_2014,D01,HARV,HARV_013,18N,4696985.594260637,725964.4888376838,42.39229,-72.25461,184.34,50.45,24.8,17.65,"c(-72.2547110843301, 42.3923000683352)",26.799999237060547,210.72999572753906,184.00999450683594
NEON.PLA.D01.HARV.01779,1.81,49.02,21.6,5.88,5.4,19438.5,109.1,0.567,18.77,15.19,deciduousForest,2018-09-05T18:04:00Z,QURU,Quercus rubra L.,OK,2014-02-03,vst_HARV_2014,D01,HARV,HARV_006,18N,4698185.116243405,725997.4499186266,42.403097,-72.253722,188.53,32.8,19.25,11.05,"c(-72.2538402708373, 42.4030809973575)",16.239999771118164,194.08999633789062,188.2899932861328
NEON.PLA.D01.HARV.01176,1.91,44.29,19.92,5.15,5.54,21615.2,87.9,0.501,12.75,16.65,deciduousForest,2018-09-06T13:01:00Z,QUAL,Quercus alba L.,Insect damaged,2015-08-27,vst_HARV_2015,D01,HARV,HARV_006,18N,4698192.595673793,726014.7070244803,42.403097,-72.253722,188.53,20.6,16.75,8.3,"c(-72.2536278720425, 42.4031432582971)",15.180000305175781,203.55999755859375,188.5800018310547
NEON.PLA.D01.HARV.01163,1.65,49.41,11.68,2.16,3.14,15331.2,95.9,0.525,21.21,17.11,deciduousForest,2018-09-06T14:34:00Z,QUVE,Quercus velutina Lam.,OK,2014-01-31,vst_HARV_2014,D01,HARV,HARV_006,18N,4698195.173274709,726003.1551754434,42.403097,-72.253722,188.53,28.3,18.25,9.1,"c(-72.2537670734117, 42.4031698069873)",18.040000915527344,205.3300018310547,187.91000366210938
NEON.PLA.D01.HARV.01928,1.84,48.61,17.52,4.95,4.76,15753.3,95.2,0.503,11.44,11.12,mixedForest,2018-09-06T16:56:00Z,ACRU,Acer rubrum L.,Disease damaged,2015-08-27,vst_HARV_2015,D01,HARV,HARV_004,18N,4700921.545824634,727885.7965420993,42.427167,-72.229857,197.99,42.9,20.9,12.6,"c(-72.2298363930802, 42.4271447311204)",22.389999389648438,218.13999938964844,195.74000549316406
NEON.PLA.D01.HARV.01913,2.63,46.89,34.88,11.32,7.79,60541.4,64.4,0.458,12.99,20.16,mixedForest,2018-09-06T18:11:00Z,CAOV2,Carya ovata (Mill.) K. Koch,Disease damaged,2015-08-27,vst_HARV_2015,D01,HARV,HARV_004,18N,4700909.796864212,727894.3246716283,42.427002,-72.229851,200.1,33.5,14.2,11.1,"c(-72.2297375005144, 42.4270365396372)",25.860000610351562,218.07000732421875,194.52000427246094
NEON.PLA.D01.HARV.01937,2.25,47.6,23.32,5.45,5.75,19020.5,94.7,0.53,9.87,15.23,mixedForest,2018-09-07T14:22:00Z,QUAL,Quercus alba L.,OK,2014-05-28,vst_HARV_2014,D01,HARV,HARV_004,18N,4700913.323686849,727897.1428476768,42.427091,-72.229737,199.71,33.3,21.2,12.3,"c(-72.2297018839413, 42.4270674374063)",20.690000534057617,213.97999572753906,194.66000366210938
NEON.PLA.D01.HARV.01397,1.22,51.54,8.24,3,2.17,2189.8,169,0.425,17.435000000000002,17.94,mixedForest,2018-09-07T17:11:00Z,PIST,Pinus strobus L.,OK,2014-05-28,vst_HARV_2014,D01,HARV,HARV_010,18N,4700582.077471648,725866.7414115334,42.424651,-72.254467,210.37,40.5,16.7,11,"c(-72.254485744428, 42.424681269048)",19.030000686645508,224.2899932861328,208.5800018310547
NEON.PLA.D01.HARV.01660,1.57,49.76,10.6,1.92,3.25,14945.1,99.3,0.526,17.08,15.06,mixedForest,2018-09-07T17:18:00Z,QURU,Quercus rubra L.,OK,2014-05-28,vst_HARV_2014,D01,HARV,HARV_010,18N,4700584.835041588,725856.8544433881,42.424733,-72.2546,206.45,61.3,23.5,17.3,"c(-72.2546047079094, 42.4247089524293)",22.229999542236328,229.22000122070312,206.97999572753906
NEON.PLA.D01.HARV.01650,1.65,51.3,10.32,4.28,3.68,1379.2,123.3,0.405,11.7,17.35,mixedForest,2018-09-07T18:21:00Z,TSCA,Tsuga canadensis (L.) Carrière,OK,2014-05-28,vst_HARV_2014,D01,HARV,HARV_010,18N,4700592.328949322,725858.5019221323,42.424823,-72.254474,206.97,29.5,15.9,10.3,"c(-72.2545817607889, 42.4247758854969)",11.180000305175781,216.91000366210938,206.67999267578125
NEON.PLA.D01.HARV.01422,1.24,52.06,12.48,3.44,2.85,1742.7,189.4,0.493,21.4,18.93,evergreenForest,2018-09-10T15:13:00Z,PIST,Pinus strobus L.,OK,2015-09-23,vst_HARV_2015,D01,HARV,HARV_022,18N,4701785.240968404,730409.8772081737,42.434104,-72.198905,189.04,44.9,21.2,9.2,"c(-72.198843077938, 42.4341685678778)",21.489999771118164,207.0800018310547,185.60000610351562
NEON.PLA.D01.HARV.01226,1.38,52.35,12.56,3.73,2.74,1532.9,200.3,0.48,17.49,17.21,evergreenForest,2018-09-10T16:11:00Z,PIST,Pinus strobus L.,OK,2014-02-07,vst_HARV_2014,D01,HARV,HARV_022,18N,4701792.255209032,730417.1733361089,42.434194,-72.198778,188.09,54.45,27.7,9.4,"c(-72.1987516677851, 42.4342294956159)",28.510000228881836,212.8699951171875,184.44000244140625
NEON.PLA.D01.HARV.01410,1.27,51.74,10.26,2.94,2.22,1917.6,186.2,0.482,18.39,17.22,evergreenForest,2018-09-10T17:31:00Z,PIST,Pinus strobus L.,OK,2014-02-07,vst_HARV_2014,D01,HARV,HARV_022,18N,4701786.480836083,730422.5304765913,42.434194,-72.198778,188.09,65.1,29.4,9.8,"c(-72.1986889301583, 42.4341759629955)",32.970001220703125,217.55999755859375,184.7100067138672
NEON.PLA.D01.HARV.05180,1.19,50.88,6.8,1.86,2.34,981.6,119.2,0.39,11.7,15.42,evergreenForest,2018-09-10T19:01:00Z,TSCA,Tsuga canadensis (L.) Carrière,Insect damaged,2016-09-27,vst_HARV_2016,D01,HARV,HARV_037,18N,4713314.382486678,731647.1946518818,42.537509,-72.179056,361.98,41.575,21.025,NaN,"c(-72.1791592714266, 42.5375046087739)",21.520000457763672,381.760009765625,360.2900085449219
NEON.PLA.D01.HARV.02829,1.57,48.83,12.52,3.33,3.13,18189,84.2,0.526,10.56,11.45,evergreenForest,2018-09-11T13:40:00Z,ACRU,Acer rubrum L.,Disease damaged,2014-08-12,vst_HARV_2014,D01,HARV,HARV_021,18N,4703682.943375637,726089.0480224122,42.45253,-72.2506,176.92,24.4,17.9,8.9,"c(-72.2505664140776, 42.4525106699458)",16.239999771118164,190.30999755859375,175.33999633789062
NEON.PLA.D01.HARV.05565,1.15,51.73,9.78,2.46,2.31,1173.3,155.1,0.453,24.32,21.04,evergreenForest,2018-09-11T16:34:00Z,PIST,Pinus strobus L.,OK,2014-08-12,vst_HARV_2014,D01,HARV,HARV_021,18N,4703669.173121011,726089.0491508639,42.45235,-72.2506,174.23,40.1,26.8,7,"c(-72.2505718224323, 42.4523867983687)",27.969999313354492,194.91000366210938,174.9499969482422
NEON.PLA.D01.HARV.02549,1.17,53.11,11.48,2.92,2.68,1265.2,177.1,0.493,22.72,18.8,evergreenForest,2018-09-11T17:39:00Z,PIST,Pinus strobus L.,OK,2014-08-12,vst_HARV_2014,D01,HARV,HARV_021,18N,4703673.504977972,726105.2131715636,42.45261,-72.2502,174.52,49.8,18.7,8,"c(-72.2503737688287, 42.4524210524335)",25.360000610351562,197.5399932861328,174.52000427246094
NEON.PLA.D01.HARV.01053,2,49.37,14,4.06,3.67,18961.3,53.1,0.418,25.6,16.5,deciduousForest,2018-09-12T13:32:00Z,BELE,Betula lenta L.,OK,2014-01-30,vst_HARV_2014,D01,HARV,HARV_001,18N,4700526.442850735,725552.6055507472,42.424077,-72.258537,194.42,14.7,12.5,7,"c(-72.2583217842611, 42.4242721557592)",24.389999389648438,215.1300048828125,190.74000549316406
NEON.PLA.D01.HARV.01059,1.6,48.37,10.94,3.13,2.89,19603.9,70.3,0.446,14.21,16.41,deciduousForest,2018-09-12T14:25:00Z,ACRU,Acer rubrum L.,OK,2014-01-30,vst_HARV_2014,D01,HARV,HARV_001,18N,4700524.179033665,725546.5830110045,42.424077,-72.258537,194.42,14.4,15.2,9.2,"c(-72.2583957970985, 42.4242535414204)",23.299999237060547,215.08999633789062,191.75999450683594
NEON.PLA.D01.HARV.01054,1.91,49.21,6.26,1.54,1.8,15740.4,91.2,0.453,20.88,15.87,deciduousForest,2018-09-12T15:04:00Z,QURU,Quercus rubra L.,OK,2014-01-30,vst_HARV_2014,D01,HARV,HARV_001,18N,4700533.194076202,725546.9975164386,42.424346,-72.258409,191.95,26.099999999999998,19.4,7.9,"c(-72.2583872281151, 42.4243345173127)",21.780000686645508,214.02000427246094,192.22000122070312
NEON.PLA.D01.HARV.01532,1.935,50.005,8.18,1.63,2.56,20347.3,103.7,0.476,23.09,16.94,deciduousForest,2018-09-12T17:31:00Z,QURU,Quercus rubra L.,OK,2014-02-12,vst_HARV_2014,D01,HARV,HARV_005,18N,4707728.7796226125,723927.9621938725,42.48948,-72.2752,187.66,47.95,22.1,13.149999999999999,"c(-72.2752387010995, 42.4895330671667)",22.860000610351562,211.49000549316406,188.64999389648438
NEON.PLA.D01.HARV.01559,1.37,48.85,7.86,2.11,2.01,17347.1,88.4,0.473,11.14,12.68,deciduousForest,2018-09-12T18:02:00Z,ACRU,Acer rubrum L.,OK,2014-02-12,vst_HARV_2014,D01,HARV,HARV_005,18N,4707720.039104316,723928.0677338147,42.48948,-72.2752,187.66,20.1,20.5,4.5,"c(-72.2752408334588, 42.4894544096168)",20.719999313354492,196.91000366210938,188.14999389648438
NEON.PLA.D01.HARV.01545,1.85,50.36,7.44,1.59,1.99,16521.6,105.8,0.506,23.32,17.01,deciduousForest,2018-09-12T18:43:00Z,QURU,Quercus rubra L.,Insect damaged,2014-02-12,vst_HARV_2014,D01,HARV,HARV_005,18N,4707727.827002579,723933.496578955,42.48948,-72.2752,187.66,46.849999999999994,22.6,11.8,"c(-72.2751718048103, 42.4895228972409)",22.6299991607666,210.97999572753906,188.35000610351562
NEON.PLA.D01.HARV.03223,2.07,52.28,10.66,2.82,2.95,20826,62.7,0.42,24.08,14.01,deciduousForest,2018-09-13T13:17:00Z,BELE,Betula lenta L.,OK,2014-08-07,vst_HARV_2014,D01,HARV,HARV_002,18N,4706547.438298336,725266.0994313214,42.478492,-72.259439,187.7,32.7,22.6,12.6,"c(-72.2594384756662, 42.4785180996844)",23.09000015258789,209.64999389648438,188.55999755859375
NEON.PLA.D01.HARV.03231,1.93,49.28,15.64,3.97,4.18,17349,71.1,0.458,16.51,17.22,deciduousForest,2018-09-13T13:48:00Z,QURU,Quercus rubra L.,Insect damaged,2014-08-07,vst_HARV_2014,D01,HARV,HARV_002,18N,4706553.7161782,725266.1934531115,42.47876,-72.259322,194.94,40,19.65,18.7,"c(-72.2594348668687, 42.4785745455942)",25.5,213.66000366210938,188.9199981689453
NEON.PLA.D01.HARV.03230,2.17,51.97,14.38,4.14,3.95,19069,58.7,0.444,27.66,16.72,deciduousForest,2018-09-13T15:14:00Z,BELE,Betula lenta L.,OK,2014-08-07,vst_HARV_2014,D01,HARV,HARV_002,18N,4706554.5942244185,725259.3256986615,42.478578,-72.259572,192.59,12.3,14.55,8.2,"c(-72.2595179814368, 42.4785844412182)",23.329999923706055,211.47999572753906,191.5800018310547
NEON.PLA.D01.HARV.01967,1.4,48.18,9.88,2.73,2.87,21437,82.1,0.49,10.63,22.64,woodyWetlands,2018-09-13T18:20:00Z,FRAM2,Fraxinus americana L.,OK,2015-09-21,vst_HARV_2015,D01,HARV,HARV_020,18N,4702007.737678722,727933.9818915622,42.43693,-72.22909,226.41,42.4,19.4,11.1,"c(-72.2288205916496, 42.4369013492479)",27.079999923706055,252.91000366210938,225.82000732421875
NEON.PLA.D01.HARV.02044,1.34,51.56,8.58,1.92,2.19,15877,108.7,0.496,15.54,11.19,woodyWetlands,2018-09-13T19:07:00Z,ACRU,Acer rubrum L.,OK,2014-08-04,vst_HARV_2014,D01,HARV,HARV_020,18N,4701990.173679357,727927.4992470117,42.436682,-72.228991,224.56,39.5,23.1,10.6,"c(-72.2289062833985, 42.4367452582033)",24.440000534057617,249.0399932861328,224.6199951171875
NEON.PLA.D02.SCBI.00279,2.24,49.67,9.99,2.96,2.64,11001,82,0.49,17.455,19.33,deciduousForest,2017-07-24T13:06:00Z,FRAM2,Fraxinus americana L.,Insect damaged,2014-09-04,vst_SCBI_2014,D02,SCBI,SCBI_005,17N,4309568.540152964,746121.7526546783,38.900539,-78.161859,269.78,103.3,30.2,30.9,"c(-78.1618942000466, 38.9005342416231)",30.049999237060547,300.05999755859375,270.55999755859375
NEON.PLA.D02.SCBI.01151,2.25,47.51,9.52,3.01,3.2,13428.9,65.1,0.376,16.3,14.53,deciduousForest,2017-07-25T13:28:00Z,JUNI,Juglans nigra L.,OK,2014-08-14,vst_SCBI_2014,D02,SCBI,SCBI_004,17N,4309213.952282032,747477.4584447481,38.896935,-78.146456,312.55,53.8,25.1,20.3,"c(-78.1464069805833, 38.8969619303139)",26.610000610351562,333.3999938964844,308
NEON.PLA.D02.SCBI.03301,2.46,47.57,9.58,3.37,3.23,24929.3,85.2,0.413,13.15,15.6,deciduousForest,2017-07-25T16:57:00Z,JUNI,Juglans nigra L.,OK,2014-12-08,vst_SCBI_2014,D02,SCBI,SCBI_045,17N,4308514.940842466,748094.6691020039,38.890388,-78.139665,359.09,49.075,20.95,NaN,"c(-78.1395509194615, 38.8904965545551)",NA,377.9100036621094,360.29998779296875
NEON.PLA.D02.SCBI.02574,2.28,47.82,11.97,3.76,2.59,19852.7,83.6,0.339,19.48,18.72,deciduousForest,2017-07-26T13:50:00Z,LITU,Liriodendron tulipifera L.,OK,2014-12-02,vst_SCBI_2014,D02,SCBI,SCBI_049,17N,4308965.135965553,748088.7369378916,38.894621,-78.139404,371.52,43.975,27.35,NaN,"c(-78.1394565811993, 38.8945501061142)",26.850000381469727,391.6199951171875,365.1600036621094
NEON.PLA.D02.SCBI.02577,2.1,49.62,10.31,3.11,2.3,14132,116.5,0.449,29.98,24.64,deciduousForest,2017-07-26T15:52:00Z,QURU,Quercus rubra L.,OK,2014-12-02,vst_SCBI_2014,D02,SCBI,SCBI_049,17N,4308964.808277893,748082.1821998319,38.894621,-78.139404,371.52,49.075,24.15,NaN,"c(-78.1395321901503, 38.894549007715)",NA,389.95001220703125,364.55999755859375
NEON.PLA.D02.SCBI.02549,2.4,48.63,12.56,3.64,3.47,25888,84.5,0.39,17.86,16.27,deciduousForest,2017-07-26T17:54:00Z,JUNI,Juglans nigra L.,OK,2014-12-02,vst_SCBI_2014,D02,SCBI,SCBI_049,17N,4308987.272902718,748080.194557813,38.894615,-78.13964,365.07,55.45,25.75,NaN,"c(-78.1395469647003, 38.8947517565288)",21.18000030517578,390.6300048828125,365.7099914550781
NEON.PLA.D02.SCBI.01925,2.82,48.27,8.15,2.84,2.25,16293.7,52.6,0.32,17.21,17.44,deciduousForest,2017-07-27T14:24:00Z,ACNEN,Acer negundo L. var. negundo,Physically damaged,2014-09-03,vst_SCBI_2014,D02,SCBI,SCBI_010,17N,4307919.480944324,749355.1490827632,38.88477,-78.12516,493.28,27.4,9.1,8.8,"c(-78.1252511770383, 38.8847805314443)",6.889999866485596,490.239990234375,487.8599853515625
NEON.PLA.D02.SCBI.00011,2.12,47.24,11.02,3.3,2.82,15363.9,95.2,0.446,15.53,23.03,deciduousForest,2017-07-28T13:30:00Z,FRAM2,Fraxinus americana L.,Insect damaged,2014-08-29,vst_SCBI_2014,D02,SCBI,SCBI_002,17N,4309038.389855428,747799.906471661,38.895309,-78.142803,321.88,70.9,32.2,15.4,"c(-78.1427565930682, 38.8952909238112)",34.41999816894531,350.7300109863281,316.32000732421875
NEON.PLA.D02.SCBI.00003,2.83,47.205,12.45,4.15,4.03,23657.3,81.4,0.386,16.39,17.43,deciduousForest,2017-07-28T14:47:00Z,JUNI,Juglans nigra L.,OK,2014-08-29,vst_SCBI_2014,D02,SCBI,SCBI_002,17N,4309032.870045724,747814.5482097764,38.89532,-78.142568,326.38,51.5,28.5,16.6,"c(-78.1425899551492, 38.8952371140394)",30.809999465942383,348.2300109863281,317.4599914550781
NEON.PLA.D02.SCBI.03296,2.22,47.56,10.3,2.91,2.65,18243.6,87.8,0.447,17.42,26.509999999999998,deciduousForest,2017-07-28T19:35:00Z,FRAM2,Fraxinus americana L.,Insect damaged,2014-12-08,vst_SCBI_2014,D02,SCBI,SCBI_045,17N,4308537.587238049,748092.6046057953,38.890738,-78.139636,355.47,17.5,11.6,NaN,"c(-78.1395665133461, 38.8907009611455)",9.539999961853027,367.5,358.0199890136719
NEON.PLA.D02.SCBI.01531,2.78,51.18,10.49,3.06,2.39,15678.2,108.7,0.482,27.5,19.91,deciduousForest,2017-07-31T14:15:00Z,QURU,Quercus rubra L.,OK,2014-08-22,vst_SCBI_2014,D02,SCBI,SCBI_013,17N,4306669.904998955,746035.798494248,38.874481,-78.163834,320.52,80.1,28.2,17.6,"c(-78.1639225885013, 38.8744692645249)",31.950000762939453,345.1099853515625,317.17999267578125
NEON.PLA.D02.SCBI.01496,2.26,47.18,12.01,4.05,2.7,22050.6,93.5,0.458,17.5,21.68,deciduousForest,2017-07-31T15:20:00Z,LITU,Liriodendron tulipifera L.,OK,2014-08-22,vst_SCBI_2014,D02,SCBI,SCBI_013,17N,4306653.075312886,746033.4732781717,38.874379,-78.163985,314.28,61.2,36.8,12.2,"c(-78.1639553857026, 38.874318439843)",38.400001525878906,355.5400085449219,317.3399963378906
NEON.PLA.D02.SCBI.01103,2.43,47.9,10.94,3.5,2.38,20278.1,58.5,0.4,17.04,17.22,deciduousForest,2017-08-01T14:15:00Z,QUAL,Quercus alba L.,OK,2014-08-13,vst_SCBI_2014,D02,SCBI,SCBI_008,17N,4308193.002451606,747442.5030186289,38.887763,-78.147164,336.71,85.8,36.2,19.6,"c(-78.147177481387, 38.8877828947905)",36.630001068115234,365.2099914550781,330.8500061035156
NEON.PLA.D02.SCBI.01758,2.55,46.86,14.73,4.74,3.18,20041.3,41.3,0.275,16.34,23.94,deciduousForest,2017-08-01T18:44:00Z,LITU,Liriodendron tulipifera L.,OK,2014-08-28,vst_SCBI_2014,D02,SCBI,SCBI_011,17N,4307321.644048169,748103.4256676032,38.879732,-78.139901,366.38,67.2,36.9,15.8,"c(-78.1398810795907, 38.8797540765921)",36.72999954223633,398,361.6300048828125
NEON.PLA.D02.SCBI.02369,2.91,46.4,14.8,4.91,4.01,21957.7,54.2,0.345,10.93,21.44,deciduousForest,2017-08-02T18:40:00Z,JUNI,Juglans nigra L.,Physically damaged,2014-11-25,vst_SCBI_2014,D02,SCBI,SCBI_067,17N,4308928.765691067,748418.3940122753,38.894136,-78.135527,407.54,45.1,25.2,NaN,"c(-78.1356731073132, 38.8941296162319)",23.34000015258789,428.7900085449219,405.4200134277344
NEON.PLA.D02.SCBI.02392,2.12,46.73,9.79,3.14,2.5,25350.8,58,0.29,18.98,21.44,deciduousForest,2017-08-02T19:32:00Z,LITU,Liriodendron tulipifera L.,OK,2014-11-25,vst_SCBI_2014,D02,SCBI,SCBI_067,17N,4308925.031542276,748428.6531005106,38.894136,-78.135527,407.54,37.325,24.85,NaN,"c(-78.1355563061684, 38.8940931072366)",25.780000686645508,429.57000732421875,406.2099914550781
NEON.PLA.D02.SCBI.02267,2.61,48.09,10.24,3.17,3.32,15710.3,85.3,0.386,14.49,16.79,deciduousForest,2017-08-03T02:40:00Z,JUNI,Juglans nigra L.,OK,2014-11-24,vst_SCBI_2014,D02,SCBI,SCBI_047,17N,4308934.855907834,748292.4856795502,38.894248,-78.136991,398.44,32.25,21.475,NaN,"c(-78.1371209719844, 38.8942200208489)",28.1200008392334,422.3800048828125,394.260009765625
NEON.PLA.D02.SCBI.02256,2.53,48.39,10.99,3.73,2.52,22278.7,58.5,0.32,19.51,21.88,deciduousForest,2017-08-03T03:15:00Z,LITU,Liriodendron tulipifera L.,OK,2014-11-24,vst_SCBI_2014,D02,SCBI,SCBI_047,17N,4308923.082423727,748287.6954925122,38.894076,-78.137231,394.81,47.625,24.425,NaN,"c(-78.1371803974269, 38.8941154103021)",25.399999618530273,419.29998779296875,394.1300048828125
NEON.PLA.D02.SCBI.01655,2.23,48.65,13.08,4.24,2.81,19308.9,62.2,0.494,26.51,21.16,deciduousForest,2017-08-03T06:31:00Z,QURU,Quercus rubra L.,Insect damaged,2014-08-25,vst_SCBI_2014,D02,SCBI,SCBI_007,17N,4307921.827877138,748913.3388917596,38.884907,-78.13032,412.05,54.1,29.6,14.6,"c(-78.1303378850215, 38.8849268930001)",39.40999984741211,442.94000244140625,408.0299987792969
NEON.PLA.D02.SCBI.01630,2.33,47.63,14.52,5.17,2.95,19408.7,55.3,0.334,20.27,24.49,deciduousForest,2017-08-03T15:30:00Z,LITU,Liriodendron tulipifera L.,OK,2014-08-25,vst_SCBI_2014,D02,SCBI,SCBI_007,17N,4307924.039138841,748918.4613852435,38.884907,-78.13032,412.05,103.4,43.2,23.4,"c(-78.1302780966952, 38.8849453440206)",43.959999084472656,451.8599853515625,407.8999938964844
NEON.PLA.D02.SCBI.01917,3.11,46.49,9.69,3.6,2.14,14877,32.8,0.244,15.15,20.41,deciduousForest,2017-08-03T19:00:00Z,ACNEN,Acer negundo L. var. negundo,Other damage,2014-09-03,vst_SCBI_2014,D02,SCBI,SCBI_010,17N,4307928.454169841,749373.5432824298,38.884859,-78.125024,498.29,26.5,7.6,13.8,"c(-78.1250361062293, 38.8848560730074)",8.460000038146973,501.30999755859375,493.7300109863281
NEON.PLA.D02.SCBI.01594,2.04,45.37,12.71,4.03,2.83,16962.9,55.1,0.419,16.99,24.96,deciduousForest,2017-08-04T16:40:00Z,CAOV3,Carya ovalis (Wangenh.) Sarg.,OK,2014-08-27,vst_SCBI_2014,D02,SCBI,SCBI_003,17N,4307779.184420725,749789.8612562546,38.883402,-78.120249,568.42,13.2,9.3,7.3,"c(-78.1202963996303, 38.8833944020291)",25.290000915527344,593.41998291015625,568.46002197265625
NEON.PLA.D02.SERC.09660,2,44,5.01,2.29,0.97,20524.9,63.9,0.307,8.63,14.38,deciduousForest,2016-07-25T17:14:00Z,LITU,Liriodendron tulipifera L.,OK,2015-07-27,vst_SERC_2015,D02,SERC,SERC_047,18N,4305226.118006288,364695.9049834246,38.885634,-76.5602,5.73,61.2,35.375,NaN,"c(-76.5599990700502, 38.8854920000278)",34.29999923706055,35.25,2.9000000953674316
NEON.PLA.D02.SERC.12864,1.7,44.8,4.93,0.77,1.68,20093.8,66.8,0.352,16.18,21.38,deciduousForest,2016-07-25T22:15:00Z,FAGR,Fagus grandifolia Ehrh.,OK,2016-05-04,vst_SERC_2016,D02,SERC,SERC_005,18N,4306072.720863101,365787.80428357125,38.893342,-76.547706,12.1,46.6,27.2,15.5,"c(-76.5475797322499, 38.8932858803559)",33.310001373291016,44.540000915527344,11.09000015258789
